RowID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Profit,Payment Mode
1822,CA-2019-168956,16-02-2019,20-02-2019,Standard Class,EA-14035,OFF-FA-10000304,6.976,4,1.8312,Online
1823,CA-2019-168956,16-02-2019,20-02-2019,Standard Class,EA-14035,FUR-CH-10004754,62.958,3,-2.6982,Online
1824,CA-2019-168956,16-02-2019,20-02-2019,Standard Class,EA-14035,OFF-PA-10000809,5.184,1,1.8144,Online
8161,CA-2019-134138,16-02-2019,20-02-2019,Standard Class,JD-15790,FUR-CH-10001545,227.96,2,36.4736,Online
9079,CA-2019-108105,16-02-2019,23-02-2019,Standard Class,GW-14605,FUR-FU-10003773,318.08,4,34.9888,COD
9080,CA-2019-108105,16-02-2019,23-02-2019,Standard Class,GW-14605,OFF-BI-10002412,5.8,1,2.61,COD
9722,CA-2019-105781,16-02-2019,20-02-2019,Standard Class,JF-15565,FUR-CH-10001802,326.646,3,39.9234,Online
9723,CA-2019-105781,16-02-2019,20-02-2019,Standard Class,JF-15565,TEC-AC-10003628,89.97,3,39.5868,Online
854,CA-2019-123274,19-02-2019,24-02-2019,Standard Class,GT-14710,FUR-FU-10004090,44.46,2,14.6718,COD
855,CA-2019-123274,19-02-2019,24-02-2019,Standard Class,GT-14710,OFF-ST-10000736,242.94,3,9.7176,COD
4777,CA-2019-101630,19-02-2019,23-02-2019,Second Class,CK-12760,OFF-LA-10004425,8.67,3,4.0749,Online
4778,CA-2019-101630,19-02-2019,23-02-2019,Second Class,CK-12760,OFF-SU-10001664,25.71,3,6.6846,COD
7538,CA-2019-106460,19-02-2019,22-02-2019,Second Class,GT-14710,OFF-PA-10001736,70.88,2,33.3136,COD
3456,CA-2019-166485,20-02-2019,27-02-2019,Standard Class,AH-10210,OFF-PA-10004996,16.496,2,5.5674,COD
2989,CA-2019-139010,21-02-2019,26-02-2019,Second Class,MC-17635,TEC-AC-10004227,12.99,1,0.7794,COD
2990,CA-2019-139010,21-02-2019,26-02-2019,Second Class,MC-17635,OFF-BI-10000174,18.56,4,6.496,Online
2991,CA-2019-139010,21-02-2019,26-02-2019,Second Class,MC-17635,OFF-ST-10001809,449.15,5,8.983,COD
2992,CA-2019-139010,21-02-2019,26-02-2019,Second Class,MC-17635,OFF-BI-10002309,31.248,7,10.9368,COD
5306,US-2019-168410,21-02-2019,26-02-2019,Standard Class,BV-11245,FUR-FU-10000629,68.95,5,28.959,COD
5307,US-2019-168410,21-02-2019,26-02-2019,Standard Class,BV-11245,OFF-ST-10000036,296.37,3,80.0199,COD
5308,US-2019-168410,21-02-2019,26-02-2019,Standard Class,BV-11245,TEC-PH-10002583,39.98,2,1.999,COD
8277,US-2019-139262,21-02-2019,25-02-2019,Standard Class,LC-16960,OFF-BI-10003727,3.762,3,-2.7588,COD
8278,US-2019-139262,21-02-2019,25-02-2019,Standard Class,LC-16960,OFF-BI-10002026,34.86,2,-26.726,Online
8279,US-2019-139262,21-02-2019,25-02-2019,Standard Class,LC-16960,OFF-ST-10001496,432.456,3,32.4342,COD
9013,CA-2019-121447,21-02-2019,22-02-2019,First Class,EA-14035,FUR-FU-10001861,135.8,7,66.542,COD
2345,CA-2019-119025,22-02-2019,28-02-2019,Standard Class,PV-18985,OFF-AP-10001205,490.32,9,137.2896,Online
5405,US-2019-143280,22-02-2019,26-02-2019,Standard Class,TZ-21580,TEC-PH-10002398,445.96,5,55.745,COD
5406,US-2019-143280,22-02-2019,26-02-2019,Standard Class,TZ-21580,TEC-AC-10003399,36.24,1,15.2208,COD
5407,US-2019-143280,22-02-2019,26-02-2019,Standard Class,TZ-21580,OFF-FA-10000992,10.65,3,5.0055,COD
6237,CA-2019-144400,23-02-2019,27-02-2019,Standard Class,AC-10420,OFF-EN-10004386,57.576,3,21.591,COD
2742,CA-2019-165015,25-02-2019,27-02-2019,Second Class,BD-11725,OFF-EN-10003134,46.72,5,17.52,Online
1579,CA-2019-102456,27-02-2019,01-03-2019,First Class,DL-12865,OFF-AP-10004336,170.88,3,49.5552,COD
4555,CA-2019-101448,27-02-2019,01-03-2019,Second Class,EB-13930,OFF-BI-10004738,56.82,3,28.41,Online
7848,CA-2019-128706,27-02-2019,02-03-2019,Standard Class,DW-13540,FUR-FU-10004053,16.192,2,-6.8816,Online
3758,CA-2019-111283,28-02-2019,04-03-2019,Standard Class,LC-16870,OFF-AR-10001615,111.104,7,8.3328,COD
9063,CA-2019-101623,28-02-2019,06-03-2019,Standard Class,RR-19525,OFF-FA-10003495,36.48,6,18.24,Online
1083,US-2019-143819,01-03-2019,05-03-2019,Standard Class,KD-16270,FUR-TA-10001095,836.592,8,-264.9208,COD
1084,US-2019-143819,01-03-2019,05-03-2019,Standard Class,KD-16270,OFF-PA-10003127,26.38,1,12.1348,COD
1085,US-2019-143819,01-03-2019,05-03-2019,Standard Class,KD-16270,OFF-ST-10003208,362.92,2,105.2468,COD
1086,US-2019-143819,01-03-2019,05-03-2019,Standard Class,KD-16270,TEC-MA-10003979,4899.93,7,2400.9657,COD
3953,US-2019-151862,01-03-2019,08-03-2019,Standard Class,ON-18715,TEC-PH-10003535,159.984,2,13.9986,COD
3091,CA-2019-112123,03-03-2019,08-03-2019,Standard Class,BH-11710,OFF-BI-10001071,447.86,7,219.4514,COD
3092,CA-2019-112123,03-03-2019,08-03-2019,Standard Class,BH-11710,TEC-PH-10001557,479.95,5,129.5865,COD
3093,CA-2019-112123,03-03-2019,08-03-2019,Standard Class,BH-11710,OFF-PA-10001977,166.44,3,79.8912,COD
3756,CA-2019-116799,03-03-2019,06-03-2019,First Class,JG-15310,OFF-PA-10001892,42.784,7,15.5092,COD
3757,CA-2019-116799,03-03-2019,06-03-2019,First Class,JG-15310,FUR-CH-10004983,563.43,5,-56.343,COD
3887,CA-2019-167759,03-03-2019,08-03-2019,Second Class,CC-12670,TEC-PH-10003171,134.85,3,37.758,COD
4003,CA-2019-145730,03-03-2019,08-03-2019,Standard Class,CC-12220,FUR-TA-10004915,637.896,3,-127.5792,Online
4004,CA-2019-145730,03-03-2019,08-03-2019,Standard Class,CC-12220,TEC-MA-10001016,287.91,3,33.5895,COD
4005,CA-2019-145730,03-03-2019,08-03-2019,Standard Class,CC-12220,OFF-EN-10000483,36.6,3,11.895,COD
4748,CA-2019-120005,03-03-2019,03-03-2019,Same Day,TS-21160,OFF-SU-10004782,25.35,3,7.605,COD
4749,CA-2019-120005,03-03-2019,03-03-2019,Same Day,TS-21160,FUR-FU-10000672,35.28,3,11.9952,Online
5199,CA-2019-103982,03-03-2019,08-03-2019,Standard Class,AA-10315,OFF-SU-10000151,3930.072,3,-786.0144,Online
5200,CA-2019-103982,03-03-2019,08-03-2019,Standard Class,AA-10315,OFF-FA-10001332,2.304,1,0.7776,Online
5201,CA-2019-103982,03-03-2019,08-03-2019,Standard Class,AA-10315,TEC-PH-10000895,431.976,3,32.3982,COD
5202,CA-2019-103982,03-03-2019,08-03-2019,Standard Class,AA-10315,TEC-AC-10002857,41.72,7,5.7365,Cards
2607,CA-2019-154053,04-03-2019,10-03-2019,Standard Class,MG-17890,OFF-AR-10003727,16.99,1,4.9271,Online
3265,CA-2019-122518,04-03-2019,08-03-2019,Second Class,RF-19345,OFF-LA-10001641,10.08,4,3.528,Cards
4215,CA-2019-164637,04-03-2019,08-03-2019,Standard Class,RD-19480,OFF-BI-10003876,128.4,3,64.2,COD
9750,CA-2019-158358,04-03-2019,08-03-2019,Standard Class,EM-13810,TEC-AC-10002567,159.98,2,57.5928,Online
919,CA-2019-165218,05-03-2019,11-03-2019,Standard Class,RW-19630,OFF-EN-10000056,149.352,3,50.4063,COD
920,CA-2019-165218,05-03-2019,11-03-2019,Standard Class,RW-19630,OFF-ST-10001558,12.992,1,-0.812,COD
8443,US-2019-155173,06-03-2019,10-03-2019,Standard Class,JB-16045,TEC-PH-10004586,431.94,2,-71.99,Online
8444,US-2019-155173,06-03-2019,10-03-2019,Standard Class,JB-16045,OFF-BI-10002982,2.043,1,-1.4982,COD
8445,US-2019-155173,06-03-2019,10-03-2019,Standard Class,JB-16045,TEC-PH-10002538,68.238,3,-12.5103,Cards
8982,CA-2019-110898,06-03-2019,12-03-2019,Standard Class,LC-16870,OFF-AP-10001626,2.334,3,-6.3018,Cards
8983,CA-2019-110898,06-03-2019,12-03-2019,Standard Class,LC-16870,OFF-BI-10004656,1.728,4,-2.7648,COD
8984,CA-2019-110898,06-03-2019,12-03-2019,Standard Class,LC-16870,FUR-FU-10003773,159.04,5,-194.824,Online
8985,CA-2019-110898,06-03-2019,12-03-2019,Standard Class,LC-16870,FUR-TA-10000849,145.98,2,-99.2664,COD
839,US-2019-137547,07-03-2019,12-03-2019,Standard Class,EB-13705,TEC-PH-10002365,21.072,3,1.5804,COD
1047,CA-2019-169103,08-03-2019,13-03-2019,Standard Class,ZC-21910,TEC-PH-10001530,1363.96,5,85.2475,Cards
1048,CA-2019-169103,08-03-2019,13-03-2019,Standard Class,ZC-21910,FUR-FU-10004006,102.36,3,-3.8385,Cards
1705,CA-2019-106306,08-03-2019,08-03-2019,Same Day,PG-18820,OFF-BI-10003676,9.702,3,-7.1148,Cards
6417,CA-2019-111976,08-03-2019,12-03-2019,Standard Class,BD-11620,TEC-PH-10002890,108.576,4,-25.3344,COD
6418,CA-2019-111976,08-03-2019,12-03-2019,Standard Class,BD-11620,OFF-FA-10004968,5.984,2,-1.3464,Cards
7234,CA-2019-137337,08-03-2019,12-03-2019,Standard Class,GB-14575,FUR-FU-10003347,113.6,8,44.304,Cards
7235,CA-2019-137337,08-03-2019,12-03-2019,Standard Class,GB-14575,OFF-PA-10001934,12.96,2,6.3504,Cards
7236,CA-2019-137337,08-03-2019,12-03-2019,Standard Class,GB-14575,OFF-BI-10000632,69.456,2,22.5732,Cards
8506,CA-2019-130400,08-03-2019,12-03-2019,Standard Class,SJ-20125,OFF-BI-10001757,8.856,9,-14.1696,Cards
8507,CA-2019-130400,08-03-2019,12-03-2019,Standard Class,SJ-20125,TEC-AC-10004633,27.96,5,8.388,Cards
8508,CA-2019-130400,08-03-2019,12-03-2019,Standard Class,SJ-20125,OFF-EN-10001453,146.352,3,49.3938,Cards
8812,US-2019-140172,08-03-2019,13-03-2019,Standard Class,SP-20650,OFF-AP-10004233,207.144,3,48.3336,COD
8813,US-2019-140172,08-03-2019,13-03-2019,Standard Class,SP-20650,OFF-AR-10002766,13.9,5,3.753,Online
8160,CA-2019-120803,09-03-2019,13-03-2019,Standard Class,RB-19465,TEC-AC-10004469,199.75,5,87.89,COD
8332,CA-2019-153269,09-03-2019,12-03-2019,First Class,PS-18760,OFF-ST-10004634,11.21,1,3.363,COD
